Journal Title,e-ISSN ,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
"Journal of International Accounting, Auditing and Taxation",1061-9518,Hybrid,Y,,,Elsevier,2023-2025
Journal of International Economics,0022-1996,Hybrid,Y,,,Elsevier,2023-2025
"Journal of International Financial Markets, Institutions & Money",1042-4431,Hybrid,Y,,,Elsevier,2023-2025
Journal of International Management,1075-4253,Hybrid,Y,,,Elsevier,2023-2025
Journal of International Money and Finance,0261-5606,Hybrid,Y,,,Elsevier,2023-2025
Journal of Interprofessional Education & Practice,2405-4526,Hybrid,Y,,,Elsevier,2023-2025
Journal of Invertebrate Pathology,0022-2011,Hybrid,Y,,,Elsevier,2023-2025
Journal of Investigative Dermatology,0022-202X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Logical and Algebraic Methods in Programming,2352-2208,Hybrid,Y,,,Elsevier,2023-2025
Journal of Loss Prevention in the Process Industries,0950-4230,Hybrid,Y,,,Elsevier,2023-2025
Journal of Luminescence,0022-2313,Hybrid,Y,,,Elsevier,2023-2025
Journal of Macroeconomics,0164-0704,Hybrid,Y,,,Elsevier,2023-2025
Journal of Magnetic Resonance,1090-7807,Hybrid,Y,,,Elsevier,2023-2025
Journal of Magnetism and Magnetic Materials,0304-8853,Hybrid,Y,,,Elsevier,2023-2025
Journal of Manipulative and Physiological Therapeutics,0161-4754,Hybrid,Y,,,Elsevier,2023-2025
Journal of Manufacturing Processes,1526-6125,Hybrid,Y,,,Elsevier,2023-2025
Journal of Manufacturing Systems,0278-6125,Hybrid,Y,,,Elsevier,2023-2025
Journal of Marine Systems,0924-7963,Hybrid,Y,,,Elsevier,2023-2025
Journal of Materials Processing Technology,0924-0136,Hybrid,Y,,,Elsevier,2023-2025
Journal of Materials Science & Technology,1005-0302,Hybrid,Y,,,Elsevier,2023-2025
Journal of Mathematical Analysis and Applications,0022-247X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Mathematical Economics,0304-4068,Hybrid,Y,,,Elsevier,2023-2025
Journal of Mathematical Psychology,0022-2496,Hybrid,Y,,,Elsevier,2023-2025
Journal of Medical Imaging and Radiation Sciences,1939-8654,Hybrid,Y,,,Elsevier,2023-2025
Journal of Medical Mycology,1156-5233,Hybrid,Y,,,Elsevier,2023-2025
Journal of Membrane Science,0376-7388,Hybrid,Y,,,Elsevier,2023-2025
Journal of Memory and Language,0749-596X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Microbiological Methods,0167-7012,Hybrid,Y,,,Elsevier,2023-2025
Journal of Minimally Invasive Gynecology,1553-4650,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular and Cellular Cardiology,0022-2828,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular Biology,0022-2836,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular Graphics and Modelling,1093-3263,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular Liquids,0167-7322,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular Spectroscopy,0022-2852,Hybrid,Y,,,Elsevier,2023-2025
Journal of Molecular Structure,0022-2860,Hybrid,Y,,,Elsevier,2023-2025
Journal of Monetary Economics,0304-3932,Hybrid,Y,,,Elsevier,2023-2025
Journal of Multinational Financial Management,1042-444X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Multivariate Analysis,0047-259X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Neonatal Nursing,1355-1841,Hybrid,Y,,,Elsevier,2023-2025
Journal of Network and Computer Applications,1084-8045,Hybrid,Y,,,Elsevier,2023-2025
Journal of Neuroimmunology,0165-5728,Hybrid,Y,,,Elsevier,2023-2025
Journal of Neurolinguistics,0911-6044,Hybrid,Y,,,Elsevier,2023-2025
Journal of Neuroradiology,0150-9861,Hybrid,Y,,,Elsevier,2023-2025
Journal of Neuroscience Methods,0165-0270,Hybrid,Y,,,Elsevier,2023-2025
Journal of Non-Crystalline Solids,0022-3093,Hybrid,Y,,,Elsevier,2023-2025
Journal of Non-Newtonian Fluid Mechanics,0377-0257,Hybrid,Y,,,Elsevier,2023-2025
Journal of Nuclear Cardiology,1071-3581,Hybrid,Y,,,Elsevier,2023-2025
Journal of Nuclear Materials,0022-3115,Hybrid,Y,,,Elsevier,2023-2025
Journal of Number Theory,0022-314X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Nursing Regulation,2155-8256,Hybrid,Y,,,Elsevier,2023-2025
Journal of Nutrition Education and Behavior,1499-4046,Hybrid,Y,,,Elsevier,2023-2025
Journal of Obsessive-Compulsive and Related Disorders,2211-3649,Hybrid,Y,,,Elsevier,2023-2025
"Journal of Obstetric, Gynecologic & Neonatal Nursing",0884-2175,Hybrid,Y,,,Elsevier,2023-2025
Journal of Obstetrics and Gynaecology Canada,1701-2163,Hybrid,Y,,,Elsevier,2023-2025
Journal of Oral and Maxillofacial Surgery,0278-2391,Hybrid,Y,,,Elsevier,2023-2025
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",2212-5558,Hybrid,Y,,,Elsevier,2023-2025
Journal of Oral Biology and Craniofacial Research,2212-4268, Gold,N,APC discount available,,Elsevier,2023-2025
Journal of Oral Biosciences,1349-0079,Hybrid,Y,,,Elsevier,2023-2025
Journal of Organometallic Chemistry,0022-328X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Orthopaedic Science,0949-2658,Hybrid,Y,,,Elsevier,2023-2025
Journal of Orthopaedics,0972-978X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Outdoor Recreation and Tourism,2213-0780,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pain and Symptom Management,0885-3924,Hybrid,Y,,,Elsevier,2023-2025
Journal of Parallel and Distributed Computing,0743-7315,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pediatric and Adolescent Gynecology,1083-3188,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pediatric Health Care,0891-5245,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pediatric Nursing,0882-5963,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pediatric Surgery,0022-3468,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pediatric Urology,1477-5131,Hybrid,Y,,,Elsevier,2023-2025
Journal of PeriAnesthesia Nursing,1089-9472,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pharmaceutical and Biomedical Analysis,0731-7085,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pharmaceutical Sciences,0022-3549,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pharmacological and Toxicological Methods,1056-8719,Hybrid,Y,,,Elsevier,2023-2025
Journal of Phonetics,0095-4470,Hybrid,Y,,,Elsevier,2023-2025
Journal of Photochemistry and Photobiology A: Chemistry,1010-6030,Hybrid,Y,,,Elsevier,2023-2025
Journal of Photochemistry and Photobiology B: Biology,1011-1344,Hybrid,Y,,,Elsevier,2023-2025
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,1389-5567,Hybrid,Y,,,Elsevier,2023-2025
Journal of Physics and Chemistry of Solids,0022-3697,Hybrid,Y,,,Elsevier,2023-2025
Journal of Plant Physiology,0176-1617,Hybrid,Y,,,Elsevier,2023-2025
"Journal of Plastic, Reconstructive & Aesthetic Surgery",1748-6815,Hybrid,Y,,,Elsevier,2023-2025
Journal of Policy Modeling,0161-8938,Hybrid,Y,,,Elsevier,2023-2025
Journal of Power Sources,0378-7753,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pragmatics,0378-2166,Hybrid,Y,,,Elsevier,2023-2025
Journal of Process Control,0959-1524,Hybrid,Y,,,Elsevier,2023-2025
Journal of Professional Nursing,8755-7223,Hybrid,Y,,,Elsevier,2023-2025
Journal of Proteomics,1874-3919,Hybrid,Y,,,Elsevier,2023-2025
Journal of Psychiatric Research,0022-3956,Hybrid,Y,,,Elsevier,2023-2025
Journal of Psychosomatic Research,0022-3999,Hybrid,Y,,,Elsevier,2023-2025
Journal of Public Economics,0047-2727,Hybrid,Y,,,Elsevier,2023-2025
Journal of Purchasing and Supply Management,1478-4092,Hybrid,Y,,,Elsevier,2023-2025
Journal of Pure and Applied Algebra,0022-4049,Hybrid,Y,,,Elsevier,2023-2025
Journal of Quantitative Spectroscopy & Radiative Transfer,0022-4073,Hybrid,Y,,,Elsevier,2023-2025
Journal of Radiology Nursing,1546-0843,Hybrid,Y,,,Elsevier,2023-2025
Journal of Rail Transport Planning & Management,2210-9706,Hybrid,Y,,,Elsevier,2023-2025
Journal of Rare Earths,1002-0721,Hybrid,Y,,,Elsevier,2023-2025
Journal of Renal Nutrition,1051-2276,Hybrid,Y,,,Elsevier,2023-2025
Journal of Reproductive Immunology,0165-0378,Hybrid,Y,,,Elsevier,2023-2025
Journal of Research in Personality,0092-6566,Hybrid,Y,,,Elsevier,2023-2025
Journal of Retailing,0022-4359,Hybrid,Y,,,Elsevier,2023-2025
Journal of Retailing and Consumer Services,0969-6989,Hybrid,Y,,,Elsevier,2023-2025
Journal of Rural Studies,0743-0167,Hybrid,Y,,,Elsevier,2023-2025
Journal of Safety Research,0022-4375,Hybrid,Y,,,Elsevier,2023-2025
Journal of School Psychology,0022-4405,Hybrid,Y,,,Elsevier,2023-2025
Journal of Science and Medicine in Sport,1440-2440,Hybrid,Y,,,Elsevier,2023-2025
Journal of Second Language Writing,1060-3743,Hybrid,Y,,,Elsevier,2023-2025
Journal of Shoulder and Elbow Surgery,1058-2746,Hybrid,Y,,,Elsevier,2023-2025
Journal of Solid State Chemistry,0022-4596,Hybrid,Y,,,Elsevier,2023-2025
Journal of Sound and Vibration,0022-460X,Hybrid,Y,,,Elsevier,2023-2025
Journal of South American Earth Sciences,0895-9811,Hybrid,Y,,,Elsevier,2023-2025
Journal of Space Safety Engineering,2468-8967,Hybrid,Y,,,Elsevier,2023-2025
Journal of Statistical Planning and Inference,0378-3758,Hybrid,Y,,,Elsevier,2023-2025
"Journal of Stomatology, Oral and Maxillofacial Surgery",2468-7855,Hybrid,Y,,,Elsevier,2023-2025
Journal of Stored Products Research,0022-474X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Strategy & Innovation,3050-7901,Hybrid,Y,,,Elsevier,2023-2025
Journal of Stroke & Cerebrovascular Diseases,1052-3057, Gold,N,APC discount available,,Elsevier,2023-2025
Journal of Structural Biology,1047-8477,Hybrid,Y,,,Elsevier,2023-2025
Journal of Structural Geology,0191-8141,Hybrid,Y,,,Elsevier,2023-2025
Journal of Subatomic Particles and Cosmology,3050-4805,Hybrid,Y,,,Elsevier,2023-2025
Journal of Substance Use and Addiction Treatment,2949-8759,Hybrid,Y,,,Elsevier,2023-2025
Journal of Surgical Education,1931-7204,Hybrid,Y,,,Elsevier,2023-2025
Journal of Surgical Research,0022-4804,Hybrid,Y,,,Elsevier,2023-2025
Journal of Sustainable Finance and Accounting,2950-3701,Hybrid,Y,,,Elsevier,2023-2025
Journal of Symbolic Computation,0747-7171,Hybrid,Y,,,Elsevier,2023-2025
Journal of Systems and Software,0164-1212,Hybrid,Y,,,Elsevier,2023-2025
Journal of Systems Architecture,1383-7621,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Academy of Consultation-Liaison Psychiatry,2667-2960,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Academy of Nutrition and Dietetics,2212-2672,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Academy of Child & Adolescent Psychiatry,0890-8567,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Academy of Dermatology,0190-9622,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American College of Radiology,1546-1440,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Medical Directors Association,1525-8610,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Pharmacists Association,1544-3191,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Society of Cytopathology,2213-2945,Hybrid,Y,,,Elsevier,2023-2025
Journal of the American Society of Echocardiography,0894-7317,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Energy Institute,1743-9671,Hybrid,Y,,,Elsevier,2023-2025
Journal of the European Ceramic Society,0955-2219,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Franklin Institute,0016-0032,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Indian Chemical Society,0019-4522,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Japanese and International Economies,0889-1583,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Mechanics and Physics of Solids,0022-5096,Hybrid,Y,,,Elsevier,2023-2025
Journal of the National Medical Association,0027-9684,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Neurological Sciences,0022-510X,Hybrid,Y,,,Elsevier,2023-2025
Journal of the Taiwan Institute of Chemical Engineers,1876-1070,Hybrid,Y,,,Elsevier,2023-2025
Journal of the World Federation of Orthodontists,2212-4438,Hybrid,Y,,,Elsevier,2023-2025
Journal of Theoretical Biology,0022-5193,Hybrid,Y,,,Elsevier,2023-2025
Journal of Thermal Biology,0306-4565,Hybrid,Y,,,Elsevier,2023-2025
Journal of Thoracic Oncology,1556-0864,Hybrid,Y,,,Elsevier,2023-2025
Journal of Thrombosis and Haemostasis,1538-7836,Hybrid,Y,,,Elsevier,2023-2025
Journal of Tissue Viability,0965-206X, Gold,N,APC discount available,,Elsevier,2023-2025
Journal of Trace Elements in Medicine and Biology,0946-672X,Hybrid,Y,,,Elsevier,2023-2025
Journal of Transport & Health,2214-1405,Hybrid,Y,,,Elsevier,2023-2025
Journal of Transport Geography,0966-6923,Hybrid,Y,,,Elsevier,2023-2025
Journal of Urban Economics,0094-1190,Hybrid,Y,,,Elsevier,2023-2025
Journal of Vascular and Interventional Radiology,1051-0443,Hybrid,Y,,,Elsevier,2023-2025
Journal of Vascular Nursing,1062-0303,Hybrid,Y,,,Elsevier,2023-2025
Journal of Vascular Surgery,0741-5214,Hybrid,Y,,,Elsevier,2023-2025
Journal of Vascular Surgery: Venous and Lymphatic Disorders,2213-333X, Gold,N,APC discount available,,Elsevier,2023-2025
Journal of Veterinary Behavior,1558-7878,Hybrid,Y,,,Elsevier,2023-2025
Journal of Veterinary Cardiology,1760-2734,Hybrid,Y,,,Elsevier,2023-2025
Journal of Virological Methods,0166-0934,Hybrid,Y,,,Elsevier,2023-2025
Journal of Visceral Surgery,1878-7886,Hybrid,Y,,,Elsevier,2023-2025
Journal of Visual Communication and Image Representation,1047-3203,Hybrid,Y,,,Elsevier,2023-2025
Journal of Vocational Behavior,0001-8791,Hybrid,Y,,,Elsevier,2023-2025
Journal of Voice,0892-1997,Hybrid,Y,,,Elsevier,2023-2025
Journal of Volcanology and Geothermal Research,0377-0273,Hybrid,Y,,,Elsevier,2023-2025
Journal of Water Process Engineering,2214-7144,Hybrid,Y,,,Elsevier,2023-2025
Journal of Web Semantics,1570-8268, Gold,N,APC discount available,,Elsevier,2023-2025
Journal of Wind Engineering and Industrial Aerodynamics,0167-6105,Hybrid,Y,,,Elsevier,2023-2025
Journal of World Business,1090-9516,Hybrid,Y,,,Elsevier,2023-2025
Kidney International,0085-2538,Hybrid,Y,,,Elsevier,2023-2025
"Kinésithérapie, la Revue",1779-0123,Hybrid,Y,,,Elsevier,2023-2025
Knowledge-Based Systems,0950-7051,Hybrid,Y,,,Elsevier,2023-2025
La Presse Médicale,0755-4982,Hybrid,Y,,,Elsevier,2023-2025
La Presse Médicale Formation,2666-4798,Hybrid,Y,,,Elsevier,2023-2025
La Revue de Médecine Interne,0248-8663,Hybrid,Y,,,Elsevier,2023-2025
Laboratory Investigation,0023-6837,Hybrid,Y,,,Elsevier,2023-2025
Labour Economics,0927-5371,Hybrid,Y,,,Elsevier,2023-2025
Land Use Policy,0264-8377,Hybrid,Y,,,Elsevier,2023-2025
Landscape and Urban Planning,0169-2046,Hybrid,Y,,,Elsevier,2023-2025
Language & Communication,0271-5309,Hybrid,Y,,,Elsevier,2023-2025
Language Sciences,0388-0001,Hybrid,Y,,,Elsevier,2023-2025
Latin American Transport Studies,2950-0249,Hybrid,Y,,,Elsevier,2023-2025
Le Pharmacien Clinicien,2772-9532,Hybrid,Y,,,Elsevier,2023-2025
Le Praticien en Anesthésie Réanimation,1279-7960,Hybrid,Y,,,Elsevier,2023-2025
Learning and Individual Differences,1041-6080,Hybrid,Y,,,Elsevier,2023-2025
Learning and Instruction,0959-4752,Hybrid,Y,,,Elsevier,2023-2025
Learning and Motivation,0023-9690,Hybrid,Y,,,Elsevier,2023-2025
Learning in Context,3050-578X,Hybrid,Y,,,Elsevier,2023-2025
"Learning, Culture and Social Interaction",2210-6561,Hybrid,Y,,,Elsevier,2023-2025
Legal Medicine,1344-6223,Hybrid,Y,,,Elsevier,2023-2025
L'Encéphale,0013-7006,Hybrid,Y,,,Elsevier,2023-2025
Leukemia Research,0145-2126,Hybrid,Y,,,Elsevier,2023-2025
L'Évolution Psychiatrique,0014-3855,Hybrid,Y,,,Elsevier,2023-2025
Library & Information Science Research,0740-8188,Hybrid,Y,,,Elsevier,2023-2025
Life Sciences,0024-3205,Hybrid,Y,,,Elsevier,2023-2025
Life Sciences in Space Research,2214-5524,Hybrid,Y,,,Elsevier,2023-2025
Limnologica,0075-9511,Hybrid,Y,,,Elsevier,2023-2025
Linear Algebra and its Applications,0024-3795,Hybrid,Y,,,Elsevier,2023-2025
Lingua,0024-3841,Hybrid,Y,,,Elsevier,2023-2025
Linguistics and Education,0898-5898,Hybrid,Y,,,Elsevier,2023-2025
Lithos,0024-4937,Hybrid,Y,,,Elsevier,2023-2025
Livestock Science,1871-1413,Hybrid,Y,,,Elsevier,2023-2025
Long Range Planning,0024-6301,Hybrid,Y,,,Elsevier,2023-2025
Lung Cancer,0169-5002,Hybrid,Y,,,Elsevier,2023-2025
Magnetic Resonance Imaging,0730-725X,Hybrid,Y,,,Elsevier,2023-2025
Management Accounting Research,1044-5005,Hybrid,Y,,,Elsevier,2023-2025
Manufacturing Letters,2213-8463,Hybrid,Y,,,Elsevier,2023-2025
Marine and Petroleum Geology,0264-8172,Hybrid,Y,,,Elsevier,2023-2025
Marine Chemistry,0304-4203,Hybrid,Y,,,Elsevier,2023-2025
Marine Environmental Research,0141-1136,Hybrid,Y,,,Elsevier,2023-2025
Marine Genomics,1874-7787,Hybrid,Y,,,Elsevier,2023-2025
Marine Geology,0025-3227,Hybrid,Y,,,Elsevier,2023-2025
Marine Micropaleontology,0377-8398,Hybrid,Y,,,Elsevier,2023-2025
Marine Policy,0308-597X,Hybrid,Y,,,Elsevier,2023-2025
Marine Pollution Bulletin,0025-326X,Hybrid,Y,,,Elsevier,2023-2025
Marine Structures,0951-8339,Hybrid,Y,,,Elsevier,2023-2025
Marketing Strategy Journal,2950-3086,Hybrid,Y,,,Elsevier,2023-2025
Materialia,2589-1529,Hybrid,Y,,,Elsevier,2023-2025
Materials Characterization,1044-5803,Hybrid,Y,,,Elsevier,2023-2025
Materials Chemistry and Physics,0254-0584,Hybrid,Y,,,Elsevier,2023-2025
Materials Chemistry and Physics: Sustainability and Energy,3050-4716,Hybrid,Y,,,Elsevier,2023-2025
Materials Letters,0167-577X,Hybrid,Y,,,Elsevier,2023-2025
Materials Research Bulletin,0025-5408,Hybrid,Y,,,Elsevier,2023-2025
Materials Science and Engineering: A,0921-5093,Hybrid,Y,,,Elsevier,2023-2025
Materials Science and Engineering: B,0921-5107,Hybrid,Y,,,Elsevier,2023-2025
Materials Science and Engineering: R: Reports,0927-796X,Hybrid,Y,,,Elsevier,2023-2025
Materials Science in Semiconductor Processing,1369-8001,Hybrid,Y,,,Elsevier,2023-2025
Materials Today,1369-7021,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Chemistry,2468-5194,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Communications,2352-4928,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Energy,2468-6069,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Nano,2588-8420,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Physics,2542-5293,Hybrid,Y,,,Elsevier,2023-2025
Materials Today Sustainability,2589-2347, Gold,N,APC discount available,,Elsevier,2023-2025
Mathematical Biosciences,0025-5564,Hybrid,Y,,,Elsevier,2023-2025
Mathematical Social Sciences,0165-4896,Hybrid,Y,,,Elsevier,2023-2025
Mathematics and Computers in Simulation,0378-4754,Hybrid,Y,,,Elsevier,2023-2025
Matrix Biology,0945-053X,Hybrid,Y,,,Elsevier,2023-2025
Maturitas,0378-5122,Hybrid,Y,,,Elsevier,2023-2025
Mayo Clinic Proceedings,0025-6196,Hybrid,Y,,,Elsevier,2023-2025
Measurement,0263-2241,Hybrid,Y,,,Elsevier,2023-2025
Meat Science,0309-1740,Hybrid,Y,,,Elsevier,2023-2025
Mechanical Systems and Signal Processing,0888-3270,Hybrid,Y,,,Elsevier,2023-2025
Mechanics of Materials,0167-6636,Hybrid,Y,,,Elsevier,2023-2025
Mechanics Research Communications,0093-6413,Hybrid,Y,,,Elsevier,2023-2025
Mechanism and Machine Theory,0094-114X,Hybrid,Y,,,Elsevier,2023-2025
Mechanisms of Ageing and Development,0047-6374,Hybrid,Y,,,Elsevier,2023-2025
Mechatronics,0957-4158,Hybrid,Y,,,Elsevier,2023-2025
Médecine & Droit,1246-7391,Hybrid,Y,,,Elsevier,2023-2025
Médecine de Catastrophe - Urgences Collectives,1279-8479,Hybrid,Y,,,Elsevier,2023-2025
Médecine des Maladies Métaboliques,1957-2557,Hybrid,Y,,,Elsevier,2023-2025
Médecine du Sommeil,1769-4493,Hybrid,Y,,,Elsevier,2023-2025
Médecine Nucléaire,0928-1258,Hybrid,Y,,,Elsevier,2023-2025
Médecine Palliative,1636-6522,Hybrid,Y,,,Elsevier,2023-2025
Medical Dosimetry,0958-3947,Hybrid,Y,,,Elsevier,2023-2025
Medical Engineering & Physics,1350-4533,Hybrid,Y,,,Elsevier,2023-2025
Medical Hypotheses,0306-9877,Hybrid,Y,,,Elsevier,2023-2025
Medical Image Analysis,1361-8415,Hybrid,Y,,,Elsevier,2023-2025
Medicina Clínica,0025-7753,Hybrid,Y,,,Elsevier,2023-2025
Medicina Clínica (English Edition),2387-0206,Hybrid,Y,,,Elsevier,2023-2025
Medicina de Familia. SEMERGEN,1138-3593,Hybrid,Y,,,Elsevier,2023-2025
Medicina Intensiva,0210-5691,Hybrid,Y,,,Elsevier,2023-2025
Medicina Intensiva (English Edition),2173-5727,Hybrid,Y,,,Elsevier,2023-2025
Mental Health & Prevention,2212-6570,Hybrid,Y,,,Elsevier,2023-2025
Mental Health and Physical Activity,1755-2966,Hybrid,Y,,,Elsevier,2023-2025
Metabolic Engineering,1096-7176,Hybrid,Y,,,Elsevier,2023-2025
Metabolism,0026-0495,Hybrid,Y,,,Elsevier,2023-2025
Methods,1046-2023,Hybrid,Y,,,Elsevier,2023-2025
Micro and Nanostructures,2773-0123,Hybrid,Y,,,Elsevier,2023-2025
Microbes and Infection,1286-4579,Hybrid,Y,,,Elsevier,2023-2025
Microbial Pathogenesis,0882-4010,Hybrid,Y,,,Elsevier,2023-2025
Microbial Risk Analysis,2352-3522,Hybrid,Y,,,Elsevier,2023-2025
Microbiological Research,0944-5013,Hybrid,Y,,,Elsevier,2023-2025
Microchemical Journal,0026-265X,Hybrid,Y,,,Elsevier,2023-2025
Microelectronic Engineering,0167-9317,Hybrid,Y,,,Elsevier,2023-2025
Microelectronics Journal,1879-2391,Hybrid,Y,,,Elsevier,2023-2025
Microelectronics Reliability,0026-2714,Hybrid,Y,,,Elsevier,2023-2025
Micron,0968-4328,Hybrid,Y,,,Elsevier,2023-2025
Microporous and Mesoporous Materials,1387-1811,Hybrid,Y,,,Elsevier,2023-2025
Microprocessors and Microsystems,0141-9331,Hybrid,Y,,,Elsevier,2023-2025
Microvascular Research,0026-2862,Hybrid,Y,,,Elsevier,2023-2025
Midwifery,0266-6138,Hybrid,Y,,,Elsevier,2023-2025
Minerals Engineering,0892-6875,Hybrid,Y,,,Elsevier,2023-2025
Mitochondrion,1567-7249,Hybrid,Y,,,Elsevier,2023-2025
Modern Pathology,0893-3952,Hybrid,Y,,,Elsevier,2023-2025
Molecular and Biochemical Parasitology,0166-6851,Hybrid,Y,,,Elsevier,2023-2025
Molecular and Cellular Endocrinology,0303-7207,Hybrid,Y,,,Elsevier,2023-2025
Molecular and Cellular Neuroscience,1044-7431,Hybrid,Y,,,Elsevier,2023-2025
Molecular and Cellular Probes,0890-8508, Gold,N,APC discount available,,Elsevier,2023-2025
Molecular Aspects of Medicine,0098-2997,Hybrid,Y,,,Elsevier,2023-2025
Molecular Catalysis,2468-8231,Hybrid,Y,,,Elsevier,2023-2025
Molecular Genetics and Metabolism,1096-7192,Hybrid,Y,,,Elsevier,2023-2025
Molecular Immunology,0161-5890,Hybrid,Y,,,Elsevier,2023-2025
Molecular Pharmacology,0026-895X,Hybrid,Y,,,Elsevier,2023-2025
Molecular Phylogenetics and Evolution,1055-7903,Hybrid,Y,,,Elsevier,2023-2025
Morphologie,1286-0115,Hybrid,Y,,,Elsevier,2023-2025
Motricité Cérébrale,0245-5919,Hybrid,Y,,,Elsevier,2023-2025
Multiple Sclerosis and Related Disorders,2211-0348,Hybrid,Y,,,Elsevier,2023-2025
Musculoskeletal Science and Practice,2468-7812,Hybrid,Y,,,Elsevier,2023-2025
Mutation Research: Fundamental and Molecular Mechanisms of Mutagenesis,0027-5107,Hybrid,Y,,,Elsevier,2023-2025
Mutation Research: Genetic Toxicology and Environmental Mutagenesis,1383-5718,Hybrid,Y,,,Elsevier,2023-2025
Mutation Research: Reviews in Mutation Research,1383-5742,Hybrid,Y,,,Elsevier,2023-2025
Nano Communication Networks,1878-7789,Hybrid,Y,,,Elsevier,2023-2025
Nano Energy,2211-2855,Hybrid,Y,,,Elsevier,2023-2025
Nano Today,1748-0132,Hybrid,Y,,,Elsevier,2023-2025
NanoImpact,2452-0748,Hybrid,Y,,,Elsevier,2023-2025
"Nanomedicine: Nanotechnology, Biology and Medicine",1549-9634,Hybrid,Y,,,Elsevier,2023-2025
Nano-Structures & Nano-Objects,2352-507X,Hybrid,Y,,,Elsevier,2023-2025
NDT & E International,0963-8695,Hybrid,Y,,,Elsevier,2023-2025
Neural Networks,0893-6080,Hybrid,Y,,,Elsevier,2023-2025
Neurobiology of Aging,0197-4580,Hybrid,Y,,,Elsevier,2023-2025
Neurobiology of Learning and Memory,1074-7427,Hybrid,Y,,,Elsevier,2023-2025
Neurochemistry International,0197-0186,Hybrid,Y,,,Elsevier,2023-2025
Neurochirurgie,0028-3770,Hybrid,Y,,,Elsevier,2023-2025
Neurocirugía,1130-1473,Hybrid,Y,,,Elsevier,2023-2025
Neurocirugía (English Edition),2529-8496,Hybrid,Y,,,Elsevier,2023-2025
Neurocomputing,0925-2312,Hybrid,Y,,,Elsevier,2023-2025
Neuromodulation: Technology at the Neural Interface,1094-7159,Hybrid,Y,,,Elsevier,2023-2025
Neuromuscular Disorders,0960-8966,Hybrid,Y,,,Elsevier,2023-2025
Neuropeptides,0143-4179,Hybrid,Y,,,Elsevier,2023-2025
Neuropharmacology,0028-3908,Hybrid,Y,,,Elsevier,2023-2025
Neurophysiologie Clinique,0987-7053,Hybrid,Y,,,Elsevier,2023-2025
Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,Hybrid,Y,,,Elsevier,2023-2025
Neuropsychologia,0028-3932,Hybrid,Y,,,Elsevier,2023-2025
Neuroscience,0306-4522,Hybrid,Y,,,Elsevier,2023-2025
Neuroscience & Biobehavioral Reviews,0149-7634,Hybrid,Y,,,Elsevier,2023-2025
Neuroscience Letters,0304-3940,Hybrid,Y,,,Elsevier,2023-2025
Neuroscience Research,0168-0102, Gold,N,APC discount available,,Elsevier,2023-2025
